playername,patch,CurrentSkill,PC1,PC2,PC3,PC4
Karis,15.24,40.03240739455613,-1.904971240788527,0.2690911239899021,2.7007511243138924,1.4136506451465611
Karis,16.09,39.91698341661919,-2.1309850591701385,2.3956826995899045,1.6016821022672962,-0.0251162464945237
kyeahoo,15.07,39.89496579661312,-0.6167379726989328,0.0071762551187334,1.113847405632648,-0.0574601829071181
Ucal,14.14,39.888893114990466,-0.1970179393301677,-0.137359343689508,0.3021874517632303,0.0600263915951956
Calix,16.07,39.654440756032976,-0.5410429653723483,0.9641200251476792,0.3702843756759743,-1.0354498065352489
Ucal,15.13,39.600206632842024,0.2793956614583372,-2.523808862729402,2.1932365055417966,-0.3873283140314931
ShowMaker,15.24,39.31898819545617,-1.101612146003469,-1.0869540010426284,2.426411169433478,1.125108787929484
Ucal,16.06,39.26594795725794,-0.865143418899342,-0.1397487679209183,1.3587864186821177,0.2536867818775649
Bdd,16.09,39.183492785455975,-0.2223853539418973,0.1223603013373912,-0.5816135687360948,0.607257274329826
VicLa,15.18,39.106194731272964,0.9822676054560604,-1.4809357265190422,-1.6247269995266445,1.0356901964716068
SeTab,15.22,38.75122445511415,-1.2405579972503873,0.1109222299349503,1.4808062716221086,0.5409072178195625
Ucal,15.11,38.73345032947466,1.2615513055989758,-2.641054769475756,-1.219372447483701,1.3151744715696567
Quad,15.24,38.69735093133951,-1.4498621378599594,0.3348307468717904,2.003545868472321,-0.0161559864844515
Chovy,15.24,38.571917940648895,-2.174346380121505,1.732612365702101,2.6691043542694834,-1.2328340993245872
Quad,15.12,38.33751416916518,-2.064397967490241,0.9650381793479024,1.0998804861829117,2.107667297700392
VicLa,16.06,38.3321330586978,0.4458809194188924,-1.1142521900269196,0.0833134007655051,-1.010653775959666
kyeahoo,15.06,37.952218819151135,-0.5588425401027696,-0.9896050371403168,1.591593522360919,-0.4624032294110539
VicLa,16.05,37.9472028409553,0.1794095235875666,0.2479260128863076,-0.8835957496421982,-1.3090825436946547
Roamer,16.03,37.93701931605577,-0.4309041657080112,0.6913512513329382,-0.5831364775527713,-0.5296907363382596
Roamer,16.06,37.82287582578074,-0.2740146831001909,0.4693836513157152,-0.8045170139274226,-0.38306828056993
Bdd,14.18,37.820708526323614,0.4243349366623203,-3.041893114881535,-0.5949828138813027,3.295904068701358
Scout,16.05,37.78682775111328,0.2655734401825614,0.4659345353144116,-1.7021709113186714,-0.8110766464024146
