playername,teamname,position,patch,patch_major,patch_minor,match_count,low_sample_flag,pca_group,PC1,PC2,PC3,PC4,PC5,PC6
Sylvie,Nongshim RedForce,jng,14.03,14,3,11,0,jng,-3.2641802394615165,0.3390007625991085,0.45304745874969427,0.354640494919164,-0.16972315458901419,-0.1722053956448139
Willer,BNK FEARX,jng,14.03,14,3,9,0,jng,1.4148514791677735,1.660554952019673,0.7654932768193308,-0.5194827605159359,0.213742264259238,-0.26741873950120315
Canyon,Gen.G,jng,14.04,14,4,9,0,jng,-0.29597905091290244,2.463919661027353,-0.40515158073766677,0.13019021507511688,0.6090077002836668,0.029566452763860735
Cuzz,DN SOOPers,jng,14.04,14,4,10,0,jng,-1.5858616307699422,0.24039767972092557,-0.0724129226119178,-0.2231505280802532,0.33028636839368364,-0.1709434994443695
GIDEON,HANJIN BRION,jng,14.04,14,4,10,0,jng,-1.5895711837221347,1.7041973008556428,-0.32237734279107877,0.09600858617469049,0.49796899611296175,-0.1664102061006061
Lucid,Dplus Kia,jng,14.04,14,4,10,0,jng,-2.149192197633336,0.7849908612562875,1.9814714522671464,-0.013454323817299134,0.13041372253693911,-0.06105891660096046
Oner,T1,jng,14.04,14,4,9,0,jng,-1.4828094824550122,1.2204175945917592,-1.2004071192246017,0.2073222813778092,0.7196737149609524,-0.03761341413533509
Peanut,Hanwha Life Esports,jng,14.04,14,4,10,0,jng,-2.2463702359508515,1.1318293203368808,1.3884821208371152,-0.08952469348578838,0.008310723814290509,-0.04764146457100845
Pyosik,KT Rolster,jng,14.04,14,4,10,0,jng,0.5036766689997498,2.1273323694178723,0.3663697229109763,-0.4091118972190745,0.28367104039152685,-0.1276979631662507
Sponge,DRX,jng,14.04,14,4,10,0,jng,-0.18420204854051803,1.3627445525541582,-0.06307628628819492,-0.10471344336764285,-0.270666366235173,-0.1873010854981956
Sylvie,Nongshim RedForce,jng,14.04,14,4,10,0,jng,-3.4812690775696002,1.364323027512633,0.3181764566433032,0.9150631247132603,-0.09452214931094216,-0.09861866415401944
Willer,BNK FEARX,jng,14.04,14,4,10,0,jng,-1.8490747495573105,0.763779789206469,-0.8734621274440609,-0.586714591675547,0.06414919423519122,-0.18299471684266902
Canyon,Gen.G,jng,14.05,14,5,4,0,jng,-0.8399666642569412,2.404927357574056,-0.08892285621576083,1.3618513614091996,0.20034984493528954,0.07840749401638944
Cuzz,DN SOOPers,jng,14.05,14,5,4,0,jng,-0.6395154382463415,2.2746090439319797,0.20982426885736077,-0.18754914959886868,0.0047785010835583,0.0327736200320526
Lucid,Dplus Kia,jng,14.05,14,5,4,0,jng,-0.674043065357727,0.79282587423624,0.4296898114938636,0.11769299683126143,-0.5656745005563885,-0.22051522791279202
Oner,T1,jng,14.05,14,5,4,0,jng,-0.9322052175432857,3.429032922605102,0.009480144615109608,-0.11234210985610654,1.1227265609735528,0.17275046455453036
Peanut,Hanwha Life Esports,jng,14.05,14,5,5,0,jng,-2.0539334392206317,0.12550987113322706,-0.4927329336265843,-0.5401479247194922,0.06972260329875339,-0.038968946585183684
Pyosik,KT Rolster,jng,14.05,14,5,5,0,jng,-1.5410466355275914,1.6081232378533195,-0.22126661939526,0.33414353682584913,0.12440937286152136,0.04845465250016076
Sponge,DRX,jng,14.05,14,5,4,0,jng,-3.369094739942006,1.918781138021197,1.567088596956811,-0.8094717078170548,0.7398083127253534,0.1437643211253922
Sylvie,Nongshim RedForce,jng,14.05,14,5,5,0,jng,-3.792824167868547,0.8952363059647254,0.20434519016982836,0.4230077522132864,0.420896971342047,0.1120355061539682
Willer,BNK FEARX,jng,14.05,14,5,5,0,jng,-0.2488144379691933,1.6361569322666873,0.6553283226783915,0.27537781888708346,-0.3153557025888452,0.046396756550425
Canyon,Gen.G,jng,14.06,14,6,14,0,jng,-2.2146577154506537,0.798822806426972,-0.738155567106623,-0.011941171802817674,0.011525770753403766,-0.10130391105167927
Cuzz,DN SOOPers,jng,14.06,14,6,3,0,jng,-0.005944041731703928,1.2252583877714667,0.6331632301306439,0.11612256220731522,0.042263242365210354,-0.141827758234103
Lucid,Dplus Kia,jng,14.06,14,6,13,0,jng,-0.40223322249634497,1.9332324290696223,1.107525592703003,-0.0028855628821824026,-0.08794948830417504,-0.08828245766478415
Oner,T1,jng,14.06,14,6,15,0,jng,-1.2442196958415679,0.8612973358675182,-0.37263824723272976,-0.5495159995434188,0.3225587472260423,-0.10416672620682826
Peanut,Hanwha Life Esports,jng,14.06,14,6,14,0,jng,-0.9710711835978391,1.008100234404436,0.512461781996355,0.2553062692647865,0.0008969394826884578,-0.2646524034302881
Pyosik,KT Rolster,jng,14.06,14,6,5,0,jng,-1.9380442938591997,0.811072565277089,-1.022099023963953,-0.04752999463238186,0.25669596092548613,-0.20675226930619206
Canyon,Gen.G,jng,14.11,14,11,4,0,jng,3.887505723048349,0.551785806373152,0.35821640290132967,-0.017696547646934964,0.12101400068119059,0.1053446627772333
Cuzz,DN SOOPers,jng,14.11,14,11,5,0,jng,1.5805432096365564,0.5092867163069619,-0.9568729580400406,0.15509556278954206,-0.8707773896435581,0.10980394955376871
DDoiV,HANJIN BRION,jng,14.11,14,11,3,0,jng,-1.4252650885621951,-1.1700932398123385,-1.0192511229650272,-0.7696594325424049,-0.8192137988031988,0.04400302463886926
Lucid,Dplus Kia,jng,14.11,14,11,6,0,jng,-1.0047436151565503,0.2433349036065181,0.8800994475204154,-0.043136387921548724,-0.5680729094837965,0.28393832966551563
Oner,T1,jng,14.11,14,11,4,0,jng,-0.19630843367507475,-0.6835478121030261,-1.2192370890185236,0.2199691277558236,-0.12191751708181352,0.08062075449737131
Peanut,Hanwha Life Esports,jng,14.11,14,11,6,0,jng,0.8645697035184624,-0.4167962791747681,-1.2630906205644614,-0.07197713323686827,-0.49236591788147743,0.06660491045459846
Pyosik,KT Rolster,jng,14.11,14,11,5,0,jng,-0.6914964832205529,0.9782379200567454,-0.2482474978731431,0.2584008897567937,-0.3516956041255534,0.4306671302861924
Raptor,BNK FEARX,jng,14.11,14,11,5,0,jng,0.03590598553084265,-0.5176899316352468,-0.15744084434210662,0.14264564425415893,0.06931097376524241,0.030215422483560406
Sponge,DRX,jng,14.11,14,11,6,0,jng,1.2402536649535236,-0.9700037545534166,-0.40514842033469195,-0.6034942596854428,-0.5399922280538569,0.003381359238711533
Sylvie,Nongshim RedForce,jng,14.11,14,11,5,0,jng,-1.4225181898250678,-0.6042909294920331,0.6588413819683124,-0.2960831693301809,-0.3580863767612752,0.05875072484719978
YoungJae,HANJIN BRION,jng,14.11,14,11,3,0,jng,1.1453596621321358,-1.6544743600135097,0.14429387212958292,-0.11011358930710088,-0.7765622764746712,-0.15917867282777318
Canyon,Gen.G,jng,14.12,14,12,8,0,jng,7.097465921688775,2.1785893659933477,1.2916897704881738,-0.1983245311431109,-0.44519804993743384,0.20942723428283494
Cuzz,DN SOOPers,jng,14.12,14,12,10,0,jng,0.5545299388380286,-0.7431245832708129,-0.3867343934161523,-0.5716463287337235,-0.33313140141303077,0.18059793571772959
Lucid,Dplus Kia,jng,14.12,14,12,9,0,jng,-0.6261664537585248,0.02698208313660888,-0.24977520890592267,0.12353726927086095,-0.5880378931860343,0.15665563999871648
Oner,T1,jng,14.12,14,12,10,0,jng,1.8644818592905479,0.2911896931370266,-0.9324548785752856,0.08135120163309649,-0.28919076993128,0.1728860930933434
Peanut,Hanwha Life Esports,jng,14.12,14,12,8,0,jng,0.8023147033982071,-0.20957732609160581,1.0101521441853656,0.7810504401522185,-0.6986820775371156,0.16374676593089418
Pyosik,KT Rolster,jng,14.12,14,12,10,0,jng,-0.6253636851224721,-0.8233822471382998,0.08752554067513549,-0.21053010853712917,-0.13065171295540376,-0.010375504638677684
Raptor,BNK FEARX,jng,14.12,14,12,8,0,jng,-1.1774149007992931,-1.4360343177593224,-0.8768225455193074,-0.42778606946909087,-0.1848357583232161,0.11439005801004813
Sponge,DRX,jng,14.12,14,12,9,0,jng,0.09639730985629637,-0.8183211820117476,-0.9703680495132277,0.3962814273161234,-0.20357737543862853,0.29231855592645345
Sylvie,Nongshim RedForce,jng,14.12,14,12,9,0,jng,0.30971066643909556,0.1234222578859249,-0.1081561063841372,0.1150041197116642,-0.37819228013185985,0.3226110888851259
YoungJae,HANJIN BRION,jng,14.12,14,12,9,0,jng,-2.239790068387187,-2.8769518413049497,-0.5516882693634566,-0.23551570950191988,0.07030038596756123,0.055471309232247516
Canyon,Gen.G,jng,14.13,14,13,9,0,jng,2.2338438249863954,0.8228549048092813,0.1739644953377936,-0.36396371695190904,0.015533018078108422,0.06020264763859908
Cuzz,DN SOOPers,jng,14.13,14,13,9,0,jng,0.8714834830172008,0.9429315205389647,-0.788412367081133,0.40300321097287706,-0.09673750544571393,0.12438266339024857
DDoiV,HANJIN BRION,jng,14.13,14,13,3,0,jng,-0.6962132957959036,-0.1848474639785716,0.8884466444114293,0.35121599673443527,-0.21142593674896,-0.05551959347704097
Lucid,Dplus Kia,jng,14.13,14,13,9,0,jng,0.45209263697248164,0.020605858078019512,0.022484722705928713,-0.42865565785190307,-0.16339220055639667,0.06088098302795282
Oner,T1,jng,14.13,14,13,11,0,jng,-0.3292939872075053,0.23826879356773997,0.9177989727844341,-0.305517211115595,-0.22541989075978314,0.39895134657539827
Peanut,Hanwha Life Esports,jng,14.13,14,13,9,0,jng,0.3575442446996883,0.7959555906367805,-0.14691800272179878,-0.03689607418479418,-0.39050411931313234,0.46082776906096784
Pyosik,KT Rolster,jng,14.13,14,13,9,0,jng,-1.7784304238663204,-0.1915938154453581,0.8744150512959062,-0.11125520292369116,-0.013947727764994972,0.127934742504017
Raptor,BNK FEARX,jng,14.13,14,13,10,0,jng,1.350241470203168,1.0090688405547747,-1.3025542200409148,0.4064745466705039,0.09505989020327975,0.26595752150996094
Sponge,DRX,jng,14.13,14,13,8,0,jng,-2.920732797364865,-0.6864037544112502,1.2126768279850149,0.1310490921279909,-0.5027713786088597,0.1225052258425316
Sylvie,Nongshim RedForce,jng,14.13,14,13,8,0,jng,-2.8048164722883877,0.03231158102962881,-1.6279314398503766,0.05915056205644303,0.2306501365235689,0.05101641996240922
YoungJae,HANJIN BRION,jng,14.13,14,13,7,0,jng,-1.5076105652985137,-0.022134270680925355,-0.6515580168228975,0.695831280808899,-0.18785256437726924,0.12388552494255853
Canyon,Gen.G,jng,14.14,14,14,8,0,jng,-0.24828887678531844,1.4187823899436376,-0.03832518155615901,0.2729675113710387,-0.16238184069815545,0.3535332297485865
Cuzz,DN SOOPers,jng,14.14,14,14,9,0,jng,-0.591179645861142,-0.08335045250479892,-0.7585582655141873,-0.17022953713490369,0.2700522965888749,0.3237446766725794
Lucid,Dplus Kia,jng,14.14,14,14,11,0,jng,-1.732502215890361,0.6957171149752974,-0.5557820515002823,0.6974152205293375,-0.16031039785304627,0.11082533657470048
Oner,T1,jng,14.14,14,14,10,0,jng,1.6681521126796168,1.7885321603024693,0.600574153137003,-0.4168330131463054,0.35373261290049446,0.4138821599959171
Peanut,Hanwha Life Esports,jng,14.14,14,14,10,0,jng,1.5550511819611836,1.4009416038148013,0.025323082213335703,-0.5886718698864936,-0.10016645108758529,0.25579750304237103
Pyosik,KT Rolster,jng,14.14,14,14,11,0,jng,-3.041276444020792,-0.8747660049571084,0.6595113051907036,0.7635879473098859,0.2633443394824563,0.24285824614440568
Raptor,BNK FEARX,jng,14.14,14,14,8,0,jng,2.2516507179127716,1.6077912482761716,0.5217717229319869,0.16024185887630957,-0.20753917136129146,0.17442835150853142
Sponge,DRX,jng,14.14,14,14,8,0,jng,-1.0898207457805593,-0.04327609337829546,-0.7751184950526504,-0.2887985696962416,-0.18700303446690697,0.3617521756839578
Sylvie,Nongshim RedForce,jng,14.14,14,14,9,0,jng,-1.443457527414441,-0.9280453559596017,-0.20252433453345256,0.4161487962080874,0.09011664147948323,0.086634553450171
YoungJae,HANJIN BRION,jng,14.14,14,14,8,0,jng,-2.169548503110269,0.01076276901318309,0.46444263320559276,0.09491559626043164,-0.49331321246355436,0.29973632458829375
Canyon,Gen.G,jng,14.15,14,15,9,0,jng,1.1910576317180595,1.174444955373841,-1.0962125070014879,0.7848327524462688,-0.08823935934749563,0.14568960596216088
Cuzz,DN SOOPers,jng,14.15,14,15,11,0,jng,0.5669782476829566,0.7443958691686268,-1.2640223200253933,0.20560960422263097,-0.16886005199031986,0.13302953325064631
Lucid,Dplus Kia,jng,14.15,14,15,10,0,jng,-0.1809357435102486,1.7787705810406935,0.034367130748484326,0.20924677335996147,-0.050283201361065566,0.15722996215584387
Oner,T1,jng,14.15,14,15,9,0,jng,0.013098572680168435,0.8322907624657264,0.30586492930283793,-0.2415064564340159,-0.32464581808882614,0.12872424779379651
Peanut,Hanwha Life Esports,jng,14.15,14,15,8,0,jng,2.133663814169615,2.028601610187564,1.171911261902065,0.4511658095266714,-0.1606660292173332,0.2815824776549861
